Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 23,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 25,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 116,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 24,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 37,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 99,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 40,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x110000001100L,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 75,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 75,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 43,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x2000000020L,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 41,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 42,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 46,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x5400000054L,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 76,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 76,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 52,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x2000000020L,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 43,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 44,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 58,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x100000001000000L,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 59,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 59,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7e0000007eL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 75,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 75,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 59,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 40,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 60,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 110,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 39,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 40,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 61,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 108,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 35,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 35,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 108,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 61,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 65,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 111,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 64,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 66,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 32,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 38,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 67,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 69,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 70,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 22,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 24,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 73,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 74,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 25,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 28,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 76,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 77,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 29,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 31,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 78,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 80,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 81,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 81,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 82,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 8,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 077,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0xff,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 077,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffff,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffff,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 83,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@e068352,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@eefa6b9,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6e166859,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjStopStringLiteralDfa_1,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7385e4f8,2069
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveStringLiteralDfa0_1,Magic Number,The method contains a magic number: 39,2079
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveStringLiteralDfa0_1,Magic Number,The method contains a magic number: 71,2079
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveStringLiteralDfa0_1,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@49a3f5c9,2079
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Complex Conditional,The conditional expression i1 == 0 || l1 == 0 || i2 == 0 || l2 == 0 is complex.,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Complex Method,Cyclomatic complexity of the method is 32,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 6,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 0x7fffffff,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 0x7fffffff,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 64,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 70,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 70,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 0x8400000000L,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 69,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 69,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 2,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 0xf000000000000L,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 3,2094
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_1,Magic Number,The method contains a magic number: 3,2094
